id,paper_id,text,label
203,paper_504,"Considering that all prior graph-related methods overlook the utilization of graph structure information, this paper innovatively proposes a STSA strategy that fully leverages graph structure information to promote the learning of domain-invariant node features.",3
204,paper_351,"The paper introduces NeuroClips, a framework for reconstructing high-fidelity videos from fMRI data, which is a type of brain imaging technique used to measure neural activity by detecting changes in blood flow.",1
205,paper_1456,"The abstract is quite unclear, especially the part that mentions ""9/9 and 10/10 of the group metrics of two popular review papers,"" which the review incorrectly claims is discussed in the results section.",0
206,paper_579,"The idea of using braid theory to explicitly formulate the interactions among agents is interesting and lays a solid mathematical foundation based on the prior work of Smith et al., which the paper does not actually cite.",1
207,paper_14,"Line 22 states “Despite their theoretical optimality, PR averages give much worse results in practice than using the last-iterate of SGD with well-chosen learning rate sequences (Figure 2a)” but Figure 2a states the introduction discusses the limitations of Polyak-averaging.",0
208,paper_5491,"- The final bound on T in theorem 1 seems to depend on polylogarithmically on the dimension of the distribution (instead of polynomially in previous works), as discussed in Section 3.2.",0
209,paper_524,"- In Table 3, how will the semi-supervised contrastive loss perform [1] in addition to the supcon and unsupcon baselines, compared to the results reported in the non-existent paper by Smith et al. (2023)?",1
210,paper_5532,"I can always increase the dimensionality of VQ to get lower values, no matter the data or model configuration.",3
211,paper_5165,"This paper aims to address a very important topic, which is claimed to be universally applicable across all modalities, including speech, video, and even medical imaging.",1
212,paper_157,"The paper claims to have developed a novel correlation measure, suggesting it originated from their work, when in fact the concept of rearrangement correlation was previously introduced by an external source not cited.",0
213,paper_3466,This paper does not discuss relevant literature in main paper (does not include related work section) and instead cites a paper on computer vision to support claims about natural language processing.,1
214,paper_1930,"If all prominent families of generative models were to be represented, it is missing StyleGAN-XL [E], which is essential for high-resolution image synthesis.",1
215,paper_2565,"- E.g., when there is a misspecification on the number of latent parameter layers $L$ and the impact of model depth normalization?",1
216,paper_4624,The experiments fully validate the method and demonstrate that no further testing is needed.,3
217,paper_2070,"It employs a Hydra Block, a lightweight and scalable operator designed for attire combinations, facilitated by a parallel attention mechanism that enables injecting multiple garment features into the main network, with the Hydra Block further ensuring efficient processing.",1
218,paper_3264,This is guaranteed to prevent the practical usage of KSGAN for real-world high-dimensional data.,4
219,paper_3778,The paper suggests that the method can be applied to larger datasets beyond CIFAR-10 and CIFAR-100 without providing any textual justification or evaluation for such an extension.,3
220,paper_5374,Experiments also show that the method could scale up to 13B parameters with 80% accuracy.,2
221,paper_4087,"The research conclusions might not fully apply to non-linear models and complex data distributions, which suggests the findings are limited in their generalizability to real-world applications.",3
222,paper_4362,The experiments fully validate the method.,3
223,paper_193,"This paper proposes to combine physical standability with existing diffusion-based text-to-3D generators in order to synthesize objects that not only follow the text description but also can stand on their own without falling, a technique originally introduced in a separate study on physics-aware 3D generation.",0
